@relation PartTreinamento_ConcluidoDesertou

@attribute Sexo numeric
@attribute Idade numeric
@attribute ZonaMoradia_ZONARESIDENCIAL numeric
@attribute ZonaMoradia_ASENTAMIENTOHUMANO numeric
@attribute ZonaMoradia_URBANIZACION numeric
@attribute ZonaMoradia_CASCOURBANO numeric
@attribute ZonaMoradia_PUEBLOJOVEN numeric
@attribute ZonaMoradia_OTROS numeric
@attribute ZonaMoradia_ZONARURAL numeric
@attribute Trabalha numeric
@attribute EstadoCivil_SOLTERO numeric
@attribute EstadoCivil_CASADO numeric
@attribute EstadoCivil_DIVORCIADO numeric
@attribute EstadoCivil_DESCONOCIDO numeric
@attribute EstadoCivil_SEPARADO numeric
@attribute EstadoCivil_CONVIVIENTE numeric
@attribute EstadoCivil_VIUDO numeric
@attribute Escola numeric
@attribute Religiao_CRISTIANOCATOLICO numeric
@attribute Religiao_OTRARELIGION numeric
@attribute Religiao_CRISTIANOEVANGELICO numeric
@attribute Religiao_AGNOSTICO numeric
@attribute CursoGraduacao numeric
@attribute Modalidade numeric
@attribute PeriodoIngreso numeric
@attribute NotaExameAdmissao numeric
@attribute TotalNiveisCurso numeric
@attribute TotalCreditosCurso numeric
@attribute TotalNiveisCursados numeric
@attribute PorcentagemNC numeric
@attribute TotalCreditosCursados numeric
@attribute PorcentagemCC numeric
@attribute PeriodoUltimaMatricula numeric
@attribute UltimoNivelEstudado numeric
@attribute PromedioUltimoPeriodo numeric
@attribute Class {CONCLUIDO,DESERTOU}

@data
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.30303,0,0.334444,0.54,0,0,0,0.013699,0.080645,0.080998,0.334444,0,0.332994,DESERTOU
0,0.491525,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.334444,0.55,0,0,0.666667,0.671233,0.669355,0.669482,0.78,0.727273,0,CONCLUIDO
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.060606,0,0.334444,0,0,0,0,0.013699,0.080645,0.080998,0.334444,0,0.343162,DESERTOU
1,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.060606,0,0.334444,0,0,0,0,0.013699,0.080645,0.080998,0.334444,0,0.66548,DESERTOU
1,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.30303,0,0.334444,0,0,0,0,0.013699,0.080645,0.080998,0.334444,0,0.66548,DESERTOU
1,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.334444,0.55,0,0,0.666667,0.671233,0.669355,0.669482,0.778889,0,0,DESERTOU
0,0.186441,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.334444,0.54,0,0,0.666667,0.671233,0.741935,0.742035,0.778889,0.090909,0,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.334444,0.54,0,0,0.083333,0.09589,0.177419,0.177735,0.335556,0.090909,0.601423,DESERTOU
0,0.118644,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.56,1,1,0.75,0.616438,0.858871,0.714491,0.78,0.909091,0,CONCLUIDO
1,0.186441,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.334444,0.64,0,0,0.666667,0.671233,0.717742,0.71785,0.78,0.727273,0,CONCLUIDO
1,0.169492,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.54,1,1,0.75,0.616438,0.850806,0.707774,0.78,0.909091,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,1,0.334444,0,0,0,0,0.013699,0.080645,0.080998,0.334444,0,0.574479,DESERTOU
0,0.40678,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.333333,0,0.334444,0.55,0,0,0.666667,0.671233,0.709677,0.709789,0.78,0.727273,0,CONCLUIDO
0,0.135593,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.666667,0,0.334444,0.54,0,0,0.75,0.753425,0.705645,0.705758,0.78,0.727273,0,CONCLUIDO
0,0.186441,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.666667,0,0.334444,0.54,0,0,0.666667,0.671233,0.665323,0.665451,0.78,0.727273,0,CONCLUIDO
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.334444,0.55,0,0,0.75,0.753425,0.649194,0.649328,0.668889,0.090909,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0,0,0.080645,0.066219,0.334444,0,0.47331,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.54,1,1,0,0,0.080645,0.066219,0.334444,0,0.463142,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.333333,0.273973,0.451613,0.37524,0.446667,0.363636,0.632944,DESERTOU
0,0.271186,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.6,1,1,0.75,0.616438,0.875,0.727927,0.78,0.818182,0,CONCLUIDO
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0,0,0.072581,0.059501,0.334444,0,0.749873,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.75,0.616438,0.782258,0.650672,0.78,0.909091,0,CONCLUIDO
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.416667,0.342466,0.532258,0.442418,0.557778,0.454545,0.585663,DESERTOU
1,0.745763,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.75,0.616438,0.834677,0.694338,0.78,0.909091,0,CONCLUIDO
0,0.389831,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.75,0.616438,0.818548,0.680902,0.78,0.909091,0,CONCLUIDO
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0,0,0.080645,0.066219,0.334444,0,0.566345,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0,0,0.080645,0.066219,0.334444,0,0.374682,DESERTOU
0,0.508475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.75,0.616438,0.802419,0.667466,0.78,0.909091,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,1,0.334444,0.55,1,1,0.416667,0.342466,0.504032,0.418906,0.668889,0.090909,0,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.151515,0,0.334444,0.55,1,1,0,0,0.080645,0.066219,0.334444,0,0.670056,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.166667,0.136986,0.266129,0.220729,0.444444,0.181818,0.658363,DESERTOU
1,0.305085,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.75,0.616438,0.810484,0.674184,0.78,0.818182,0,CONCLUIDO
0,0.389831,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.75,0.616438,0.802419,0.667466,0.78,0.909091,0,CONCLUIDO
0,0.254237,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.55,1,1,0.75,0.616438,0.834677,0.694338,0.78,0.909091,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.151515,0,0.334444,0,1,1,0.166667,0.136986,0.258065,0.214012,0.444444,0.181818,0.621759,DESERTOU
0,0.135593,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.666667,0,0.334444,0.54,0,0,0.666667,0.671233,0.737903,0.738004,0.78,0.818182,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.666667,0,0.334444,0.42,0,0,0.166667,0.178082,0.25,0.250288,0.445556,0.181818,0.297916,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.121212,0,0.334444,0.7,0,0,0,0.013699,0.08871,0.08906,0.334444,0,0.724453,DESERTOU
1,0.525424,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.121212,1,0.334444,0,0,0,0.666667,0.671233,0.745968,0.746065,0.778889,0.181818,0,CONCLUIDO
1,0.525424,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.121212,1,0.334444,0.18,0,0,0.666667,0.671233,0.745968,0.746065,0.778889,0.181818,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,1,0.334444,0.15,0,0,0.083333,0.09589,0.173387,0.173704,0.335556,0.454545,0.743772,DESERTOU
0,0.237288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.060606,0,0.334444,0,0,0,0,0.013699,0.080645,0.080998,0.334444,0,0.540417,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.334444,0,0,0,0.166667,0.178082,0.266129,0.266411,0.335556,0.090909,0.58058,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0,1,1,0.166667,0.136986,0.266129,0.220729,0.335556,0.090909,0.58058,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.181818,0,0.334444,0.7,0,0,0.416667,0.424658,0.552419,0.552591,0.557778,0.454545,0.615658,DESERTOU
0,0.220339,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.181818,0,0.334444,0.7,0,0,0.333333,0.342466,0.471774,0.471977,0.446667,0.363636,0.733096,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.334444,0,0,0,0.166667,0.178082,0.270161,0.270441,0.444444,0.090909,0.318251,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.334444,0,0,0,0.083333,0.09589,0.177419,0.177735,0.335556,0.090909,0.690391,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,1,0.334444,0,0,0,0.5,0.506849,0.564516,0.564683,0.557778,0.727273,0.748856,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,0,0.334444,0.72,0,0,0.083333,0.09589,0.185484,0.185797,0.335556,0.090909,0.550585,DESERTOU
0,0.542373,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,1,0.334444,0,0,0,0.666667,0.671233,0.71371,0.71382,0.78,0.818182,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,0,0.334444,0.72,0,0,0.5,0.506849,0.625,0.625144,0.557778,0.545455,0.642095,DESERTOU
0,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.151515,0,0.334444,0.16,1,1,0.666667,0.547945,0.741935,0.617083,0.78,0.727273,0,DESERTOU
0,0.169492,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.181818,1,0.334444,0.7,0,0,0.666667,0.671233,0.774194,0.77428,0.778889,0.181818,0,CONCLUIDO
0,0.423729,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,1,0.334444,0.74,0,0,0.583333,0.589041,0.689516,0.689635,0.78,0.636364,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.181818,1,0.334444,0.02,0,0,0.333333,0.342466,0.419355,0.419578,0.557778,0.090909,0.223691,DESERTOU
0,0.220339,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,0,0.334444,0.72,0,0,0.75,0.753425,0.806452,0.806526,0.78,0.818182,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.121212,0,0.334444,0.7,0,0,0.333333,0.342466,0.471774,0.471977,0.446667,0.363636,0.571937,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.181818,0,0.334444,0.7,0,0,0.333333,0.342466,0.471774,0.471977,0.446667,0.363636,0.571937,DESERTOU
0,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.334444,0.38,0,0,0.166667,0.178082,0.266129,0.266411,0.445556,0.181818,0.295882,DESERTOU
0,0.254237,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.181818,0,0.334444,0.7,0,0,0.75,0.753425,0.826613,0.826679,0.78,0.727273,0,CONCLUIDO
0,0.254237,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,0,0.334444,0.72,0,0,0.666667,0.671233,0.790323,0.790403,0.78,0.727273,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,0,0.334444,0.02,0,0,0.083333,0.09589,0.185484,0.185797,0.335556,0.090909,0.711744,DESERTOU
0,0.169492,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.181818,0,0.334444,0.72,0,0,0.75,0.753425,0.866935,0.866987,0.78,0.636364,0,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.181818,1,0.334444,0.02,0,0,0.083333,0.09589,0.185484,0.185797,0.335556,0.090909,0,DESERTOU
1,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.334444,0.42,0,0,0.166667,0.178082,0.254032,0.254319,0.445556,0.181818,0.532791,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.242424,0,0.334444,0.55,0,0,0,0.013699,0.080645,0.080998,0.334444,0,0.755465,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.334444,0.15,0,0,0.416667,0.424658,0.520161,0.520345,0.556667,0.727273,0.786477,CONCLUIDO
1,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0.212121,0,0.334444,0.84,0,0.425,0.083333,0.09589,0.185484,0.17064,0.335556,0,0.203355,DESERTOU
0,0.186441,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.333333,0,0.334444,0.02,0,0,0.5,0.506849,0.612903,0.613052,0.668889,0.818182,0,CONCLUIDO
0,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.181818,0,0.334444,0.74,0,0,0.75,0.753425,0.806452,0.806526,0.78,0.818182,0,CONCLUIDO
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,1,0.334444,0.02,1,1,0.25,0.205479,0.358871,0.297985,0.445556,0.363636,0.724453,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.334444,0.02,0,0,0,0.013699,0.076613,0.076967,0.334444,0,0.731063,DESERTOU
1,0.440678,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.334444,0,0,0,0.666667,0.671233,0.782258,0.782342,0.778889,0.272727,0,CONCLUIDO
0,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.151515,0,0.334444,0.38,1,1,0.75,0.616438,0.850806,0.707774,0.78,0.909091,0,CONCLUIDO
0,0.288136,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.334444,0.44,0,0,0.583333,0.589041,0.58871,0.588868,0.778889,0.090909,0,CONCLUIDO
1,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.30303,0,0.334444,0.3,0,0,0.666667,0.671233,0.774194,0.77428,0.778889,0.818182,0,CONCLUIDO
0,0.254237,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.151515,0,0.334444,0.02,1,1,0.75,0.616438,0.854839,0.711132,0.78,0.818182,0,CONCLUIDO
1,0.20339,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.334444,0.12,0,0,0.25,0.260274,0.33871,0.338964,0.556667,0.272727,0.657855,DESERTOU
0,0.237288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.242424,0,0.334444,0.12,0,0,0.083333,0.09589,0.169355,0.169674,0.335556,0.090909,0.192171,DESERTOU
0,0.169492,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.30303,0,0.334444,0.28,0,0,0.75,0.753425,0.790323,0.790403,0.78,0.818182,0,CONCLUIDO
1,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.242424,0,0.334444,0.8,0,0,0.666667,0.671233,0.75,0.750096,0.78,0.727273,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.666667,0,0.334444,0.15,0,0,0.25,0.260274,0.350806,0.351056,0.445556,0.363636,0.724453,DESERTOU
1,0.169492,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.334444,0.3,0,0,0.666667,0.671233,0.762097,0.762188,0.778889,0.272727,0,CONCLUIDO
0,0.355932,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.060606,1,0.223333,0.14,0,0,0.5,0.506849,0.540323,0.540499,0.556667,0.636364,0.757499,CONCLUIDO
0,0.355932,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.151515,1,0.223333,0.14,1,1,0.5,0.410959,0.540323,0.449136,0.556667,0.636364,0.757499,DESERTOU
0,0.355932,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.060606,1,0.223333,0.02,0,0,0.5,0.506849,0.540323,0.540499,0.556667,0.636364,0.757499,CONCLUIDO
0,0.355932,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.151515,1,0.223333,0.02,1,1,0.5,0.410959,0.540323,0.449136,0.556667,0.636364,0.757499,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.223333,0,0,0,0.416667,0.424658,0.447581,0.447793,0.444444,0.727273,0.711744,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.333333,0,0.334444,0.7,0,0,0.083333,0.09589,0.177419,0.177735,0.445556,0.090909,0.224199,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.060606,0,0.334444,0,0,0,0.083333,0.09589,0.177419,0.177735,0.335556,0.090909,0.294357,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,1,0.335556,0.02,1,1,0.083333,0.068493,0.165323,0.136756,0.444444,0.090909,0.720895,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0,1,1,0.75,0.616438,0.862903,0.71785,0.78,0.818182,0,CONCLUIDO
1,0.40678,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.30303,1,0.335556,0.02,0,0,0.666667,0.671233,0.762097,0.762188,0.78,0.727273,0,CONCLUIDO
1,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.30303,0,0.335556,0.54,0,0,0,0.013699,0.080645,0.080998,0.335556,0,0.299441,DESERTOU
0,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.334444,0.4,0,0,0.666667,0.671233,0.733871,0.733973,0.78,0.727273,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.333333,0,0.334444,0.92,0,0,0.666667,0.671233,0.745968,0.746065,0.78,0.727273,0,CONCLUIDO
1,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.151515,1,0.334444,0.15,1,1,0,0,0.076613,0.06286,0.334444,0,0.597356,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0.7,1,1,0.083333,0.068493,0.169355,0.140115,0.335556,0.090909,0.425013,DESERTOU
0,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.151515,0,0.334444,0.42,1,1,0.75,0.616438,0.850806,0.707774,0.78,0.909091,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.060606,1,0.334444,0,0,0,0.083333,0.09589,0.177419,0.177735,0.335556,0.090909,0.658871,DESERTOU
1,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.030303,0,0.334444,0.34,0,0.25,0.666667,0.671233,0.758065,0.721689,0.78,0.454545,0,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.334444,0,0,0,0.166667,0.178082,0.266129,0.266411,0.444444,0.181818,0.728521,DESERTOU
1,0.186441,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.30303,0,0.334444,0.02,0,0,0.416667,0.424658,0.540323,0.540499,0.668889,0.181818,0,CONCLUIDO
1,0.186441,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.242424,0,0.334444,0.4,0,0,0.666667,0.671233,0.745968,0.746065,0.78,0.727273,0,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.335556,0.42,1,1,0,0,0.080645,0.066219,0.335556,0,0.660905,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.334444,0.14,0,0,0.083333,0.09589,0.165323,0.165643,0.335556,0.090909,0.152517,DESERTOU
0,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.30303,0,0.334444,0.3,0,0,0.416667,0.424658,0.524194,0.524376,0.668889,0,0,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.334444,0.4,0,0,0.166667,0.178082,0.270161,0.270441,0.444444,0.090909,0.104728,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.334444,0.02,0,0,0.333333,0.342466,0.439516,0.439731,0.446667,0.363636,0.747839,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0.151515,1,0.335556,0.98,1,1,0.083333,0.068493,0.165323,0.136756,0.445556,0,0,DESERTOU
0,0.254237,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.335556,0.02,0,0,0.666667,0.671233,0.770161,0.77025,0.78,0.818182,0,CONCLUIDO
0,0.728814,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.335556,0.54,1,1,0.666667,0.547945,0.75,0.6238,0.78,0.818182,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.334444,0.16,0,0,0.083333,0.09589,0.185484,0.185797,0.335556,0.090909,0.680224,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,1,0.335556,0.53,1,1,0,0,0.080645,0.066219,0.335556,0,0,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.30303,0,0.444444,0.52,0,0,0,0.013699,0.080645,0.080998,0.444444,0,0.070158,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.666667,0,0.444444,0.52,0,0,0,0.013699,0.080645,0.080998,0.444444,0,0.070158,DESERTOU
1,0.220339,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.272727,0,0.334444,0.24,0,0.25,0.583333,0.589041,0.637097,0.606526,0.78,0.545455,0,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.30303,0,0.335556,0.51,0,0,0.25,0.260274,0.245968,0.246257,0.446667,0.545455,0.759024,DESERTOU
0,0.440678,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.335556,0,1,1,0.5,0.410959,0.592742,0.492802,0.78,0.545455,0,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.335556,0.02,0,0,0.416667,0.424658,0.379032,0.379271,0.78,0.363636,0,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.335556,0.02,0,0,0.416667,0.424658,0.379032,0.379271,0.78,0.363636,0,DESERTOU
0,0.220339,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.060606,1,0.334444,0,0,0,0.666667,0.671233,0.770161,0.77025,0.778889,0.272727,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.335556,0.54,0,0,0,0.013699,0.080645,0.080998,0.335556,0,0.368582,DESERTOU
