@relation PartTreinamento_ConcluidoDesertou

@attribute Sexo numeric
@attribute Idade numeric
@attribute ZonaMoradia_ZONARESIDENCIAL numeric
@attribute ZonaMoradia_ASENTAMIENTOHUMANO numeric
@attribute ZonaMoradia_URBANIZACION numeric
@attribute ZonaMoradia_CASCOURBANO numeric
@attribute ZonaMoradia_PUEBLOJOVEN numeric
@attribute ZonaMoradia_OTROS numeric
@attribute ZonaMoradia_ZONARURAL numeric
@attribute Trabalha numeric
@attribute EstadoCivil_SOLTERO numeric
@attribute EstadoCivil_CASADO numeric
@attribute EstadoCivil_DIVORCIADO numeric
@attribute EstadoCivil_DESCONOCIDO numeric
@attribute EstadoCivil_SEPARADO numeric
@attribute EstadoCivil_CONVIVIENTE numeric
@attribute EstadoCivil_VIUDO numeric
@attribute Escola numeric
@attribute Religiao_CRISTIANOCATOLICO numeric
@attribute Religiao_OTRARELIGION numeric
@attribute Religiao_CRISTIANOEVANGELICO numeric
@attribute Religiao_AGNOSTICO numeric
@attribute CursoGraduacao numeric
@attribute Modalidade numeric
@attribute PeriodoIngreso numeric
@attribute NotaExameAdmissao numeric
@attribute TotalNiveisCurso numeric
@attribute TotalCreditosCurso numeric
@attribute TotalNiveisCursados numeric
@attribute PorcentagemNC numeric
@attribute TotalCreditosCursados numeric
@attribute PorcentagemCC numeric
@attribute PeriodoUltimaMatricula numeric
@attribute UltimoNivelEstudado numeric
@attribute PromedioUltimoPeriodo numeric
@attribute Class {CONCLUIDO,DESERTOU}

@data
1,0.372881,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.556667,0.74,1,1,0,0,0.068548,0.056142,0.556667,0,0.698526,DESERTOU
1,0.355932,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.556667,0.76,1,1,0,0,0.068548,0.056142,0.556667,0,0.669039,DESERTOU
0,0.237288,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.30303,0,0.556667,0.56,0,0,0,0.013699,0.068548,0.068906,0.556667,0,0.813421,DESERTOU
0,0.288136,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.334444,0.14,0,0,0.666667,0.671233,0.762097,0.762188,0.778889,0.272727,0,CONCLUIDO
1,0.322034,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.30303,1,0.556667,0.38,0,0,0,0.013699,0.068548,0.068906,0.556667,0,0.4606,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.060606,1,0.334444,0.02,0,0,0.25,0.260274,0.326613,0.326871,0.557778,0.727273,0.497712,DESERTOU
1,0.423729,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.335556,0,0,0,0.833333,0.835616,0.689516,0.689635,0.78,0.727273,0,CONCLUIDO
0,0.254237,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.666667,0,0.556667,0.02,0,0,0.166667,0.178082,0.233871,0.234165,0.668889,0.363636,0,DESERTOU
1,0.355932,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.334444,0.02,0,0,0.833333,0.835616,0.657258,0.65739,0.78,0.818182,0,CONCLUIDO
1,0.118644,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.060606,0,0.556667,0.8,0,0,0,0.013699,0.060484,0.060845,0.556667,0,0.511439,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.335556,0.02,0,0,0.5,0.506849,0.467742,0.467946,0.666667,0.636364,0,CONCLUIDO
0,0.457627,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.151515,1,0.556667,0,1,1,0.166667,0.136986,0.245968,0.203935,0.668889,0.363636,0,DESERTOU
0,0.457627,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.151515,1,0.556667,0.7,1,1,0.166667,0.136986,0.245968,0.203935,0.668889,0.363636,0,DESERTOU
1,0.271186,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.151515,0,0.556667,0.96,1,1,0,0,0.068548,0.056142,0.556667,0,0.487036,DESERTOU
0,0.254237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.333333,0,0.557778,0.4,0,0,0.25,0.260274,0.318548,0.31881,0.78,0.363636,0,DESERTOU
0,0.254237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.333333,0,0.557778,0.02,0,0,0.25,0.260274,0.318548,0.31881,0.78,0.363636,0,DESERTOU
1,0.440678,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.242424,0,0.556667,0,0,0,0,0.013699,0.064516,0.064875,0.556667,0,0.501779,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.30303,0,0.444444,0.3,0,0,0.166667,0.178082,0.241935,0.242226,0.557778,0.181818,0.131164,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.446667,0.6,0,0,0.083333,0.09589,0.157258,0.157582,0.556667,0.454545,0.438739,DESERTOU
0,0.118644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.151515,0,0.556667,0.88,1,1,0.083333,0.068493,0.16129,0.133397,0.557778,0.090909,0.63396,DESERTOU
0,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.272727,0,0.556667,0.22,0,0.25,0,0.013699,0.076613,0.072937,0.556667,0,0.685308,DESERTOU
0,0.237288,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.444444,0.68,0,0,0.416667,0.424658,0.366935,0.367179,0.78,0.272727,0,DESERTOU
0,0.101695,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.181818,1,0.556667,0,0,0,0.083333,0.09589,0.129032,0.129367,0.557778,0.090909,0.454499,DESERTOU
0,0.101695,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.181818,1,0.556667,0.76,0,0,0.083333,0.09589,0.129032,0.129367,0.557778,0.090909,0.454499,DESERTOU
1,0.152542,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.060606,0,0.556667,0,0,0,0.416667,0.424658,0.370968,0.371209,0.78,0.363636,0,DESERTOU
1,0.169492,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.060606,0,0.446667,0.02,0,0,0.416667,0.424658,0.467742,0.467946,0.78,0.454545,0,DESERTOU
1,0.169492,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.060606,0,0.446667,0.7,0,0,0.416667,0.424658,0.467742,0.467946,0.78,0.454545,0,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,1,0.335556,0.02,1,1,0.416667,0.342466,0.528226,0.43906,0.557778,0.454545,0.736146,DESERTOU
1,0.491525,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.335556,0.02,1,1,0.666667,0.547945,0.754032,0.627159,0.78,0.818182,0,CONCLUIDO
0,0.101695,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.556667,0.3,0,0,0.166667,0.178082,0.225806,0.226104,0.668889,0.363636,0,DESERTOU
0,0.423729,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.335556,0.03,0,0,0.666667,0.671233,0.754032,0.754127,0.78,0.818182,0,CONCLUIDO
1,0.355932,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.060606,1,0.556667,0,0,0,0,0.013699,0.064516,0.064875,0.556667,0,0.553127,DESERTOU
1,0.355932,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.060606,1,0.556667,0.6,0,0,0,0.013699,0.064516,0.064875,0.556667,0,0.553127,DESERTOU
0,0.288136,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,1,0.334444,0,0,0,0.583333,0.589041,0.641129,0.641267,0.778889,0.181818,0,CONCLUIDO
0,0.152542,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.060606,0,0.334444,0.4,0,0,0.666667,0.671233,0.745968,0.746065,0.78,0.818182,0,CONCLUIDO
0,0.237288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.666667,1,0.445556,0.24,0,0,0.166667,0.178082,0.25,0.250288,0.556667,0.181818,0.647687,DESERTOU
0,0.20339,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.58,0,0,0.083333,0.09589,0.16129,0.161612,0.557778,0.090909,0.600915,DESERTOU
0,0.118644,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0,0,0,0.083333,0.09589,0.16129,0.161612,0.557778,0.090909,0.623793,DESERTOU
0,0.118644,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0.083333,0.09589,0.16129,0.161612,0.557778,0.090909,0.623793,DESERTOU
0,0.135593,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.333333,0,0.556667,0.58,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.442298,DESERTOU
0,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.446667,0.6,1,1,0.416667,0.342466,0.512097,0.425624,0.78,0.454545,0,DESERTOU
0,0.118644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.68,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.594814,DESERTOU
0,0.169492,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.333333,0,0.556667,0.64,0,0,0.083333,0.09589,0.16129,0.161612,0.557778,0.090909,0.674631,DESERTOU
0,0.118644,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.484494,DESERTOU
0,0.372881,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.333333,0,0.556667,0.58,0,0,0.083333,0.09589,0.16129,0.161612,0.557778,0.090909,0.587189,DESERTOU
0,0.118644,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0.083333,0.09589,0.137097,0.137428,0.557778,0,0.268937,DESERTOU
0,0.135593,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.58,0,0,0.416667,0.424658,0.41129,0.411516,0.78,0.272727,0,DESERTOU
0,0.152542,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0.333333,0.342466,0.310484,0.310749,0.778889,0,0,DESERTOU
0,0.101695,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0.083333,0.09589,0.16129,0.161612,0.557778,0.090909,0.325369,DESERTOU
0,0.220339,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.68,0,0,0.166667,0.178082,0.241935,0.242226,0.668889,0,0,DESERTOU
1,0.610169,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0,1,1,0.75,0.616438,0.798387,0.664107,0.78,0.909091,0,CONCLUIDO
0,0.084746,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0.083333,0.09589,0.16129,0.161612,0.557778,0.090909,0.520081,DESERTOU
0,0.186441,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.556667,0.56,0,0,0.166667,0.178082,0.169355,0.169674,0.557778,0.090909,0.300966,DESERTOU
0,0.186441,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0.166667,0.178082,0.169355,0.169674,0.557778,0.090909,0.300966,DESERTOU
0,0.101695,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.333333,0,0.556667,0.68,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.607524,DESERTOU
0,0.101695,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0.166667,0.178082,0.245968,0.246257,0.668889,0,0,DESERTOU
0,0.118644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.7,0,0,0.166667,0.178082,0.169355,0.169674,0.78,0.090909,0,DESERTOU
0,0.338983,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0.166667,0.178082,0.177419,0.177735,0.666667,0.090909,0,DESERTOU
0,0.118644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.58,0,0,0.166667,0.178082,0.233871,0.234165,0.668889,0,0,DESERTOU
0,0.101695,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.333333,0,0.556667,0.58,0,0,0.083333,0.09589,0.153226,0.153551,0.557778,0,0.364514,DESERTOU
0,0.101695,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.333333,0,0.556667,0.58,0,0,0.083333,0.09589,0.153226,0.153551,0.557778,0,0.250127,DESERTOU
0,0.372881,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,1,0.556667,0.7,0,0,0.166667,0.178082,0.193548,0.193858,0.668889,0,0,DESERTOU
0,0.372881,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,1,0.556667,0.7,0,0,0.166667,0.178082,0.193548,0.193858,0.668889,0,0,DESERTOU
1,0.271186,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.500254,DESERTOU
1,0.271186,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.500254,DESERTOU
0,0.084746,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.76,0,0,0.25,0.260274,0.310484,0.310749,0.778889,0,0,DESERTOU
0,0.152542,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.333333,0,0.556667,0.56,0,0,0.083333,0.09589,0.153226,0.153551,0.557778,0.090909,0.445348,DESERTOU
0,0.118644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.58,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.248094,DESERTOU
1,0.169492,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.6,0,0,0.083333,0.09589,0.16129,0.161612,0.557778,0.090909,0.674631,DESERTOU
0,0.118644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.333333,0,0.556667,0.62,0,0,0.083333,0.09589,0.149194,0.14952,0.557778,0,0.39756,DESERTOU
0,0.101695,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.470259,DESERTOU
1,0.135593,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.368073,DESERTOU
1,0.135593,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.56,0,0,0,0.013699,0.072581,0.072937,0.556667,0,0.368073,DESERTOU
1,0.118644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.060606,0,0.556667,0.56,0,0,0.083333,0.09589,0.141129,0.141459,0.557778,0.090909,0.35028,DESERTOU
1,0.135593,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.556667,0.64,1,1,0.166667,0.136986,0.185484,0.153551,0.668889,0,0,DESERTOU
1,0.135593,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.556667,0.64,0,0,0.166667,0.178082,0.185484,0.185797,0.668889,0,0,DESERTOU
0,0.135593,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,1,0.335556,0,0,0,0.583333,0.589041,0.689516,0.689635,0.778889,0.181818,0,DESERTOU
0,0.254237,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.181818,1,0.556667,0,0,0,0.083333,0.09589,0.149194,0.14952,0.557778,0.090909,0.636502,DESERTOU
0,0.254237,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.181818,1,0.556667,0.72,0,0,0.083333,0.09589,0.149194,0.14952,0.557778,0.090909,0.636502,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.030303,0,0.445556,0.4,0,0.25,0.25,0.260274,0.342742,0.326296,0.557778,0.090909,0.092018,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.333333,0,0.445556,0.4,0,0,0.25,0.260274,0.342742,0.342994,0.557778,0.090909,0.092018,DESERTOU
1,0.20339,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.30303,1,0.556667,0.82,0,0,0.083333,0.09589,0.145161,0.145489,0.557778,0.090909,0.406711,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.181818,1,0.445556,0,0,0,0.25,0.260274,0.278226,0.278503,0.557778,0.727273,0.779359,CONCLUIDO
1,0.322034,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.556667,0.58,0,0,0.25,0.260274,0.282258,0.282534,0.778889,0.090909,0,DESERTOU
0,0.271186,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.556667,0.56,1,1,0.166667,0.136986,0.245968,0.203935,0.668889,0,0,DESERTOU
0,0.440678,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.556667,0.68,1,1,0,0,0.068548,0.056142,0.556667,0,0.724962,DESERTOU
0,0.20339,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.30303,0,0.556667,0.64,0,0,0.166667,0.178082,0.217742,0.218042,0.668889,0,0,DESERTOU
0,0.118644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.030303,0,0.556667,0.56,0,0.25,0.166667,0.178082,0.233871,0.222649,0.778889,0,0,DESERTOU
1,0.135593,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.666667,0,0.556667,0,0,0,0,0.013699,0.060484,0.060845,0.556667,0,0.535333,DESERTOU
0,0.169492,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.333333,0,0.556667,0.58,0,0,0.083333,0.09589,0.16129,0.161612,0.557778,0.090909,0.449415,DESERTOU
1,0.627119,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0,1,1,0.75,0.616438,0.883065,0.734645,0.78,0.818182,0,CONCLUIDO
0,0.389831,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.666667,0,0.444444,0.84,0,0,0.333333,0.342466,0.366935,0.367179,0.557778,0.363636,0.716319,DESERTOU
1,0.457627,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,1,0.556667,0.66,0,0,0.25,0.260274,0.306452,0.306718,0.778889,0,0,DESERTOU
0,0.118644,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.060606,0,0.556667,0.34,0,0,0.166667,0.178082,0.205645,0.20595,0.668889,0,0,DESERTOU
0,0.457627,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.556667,0.62,0,0,0.083333,0.09589,0.141129,0.141459,0.557778,0.090909,0.674123,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.556667,0.7,0,0,0.083333,0.09589,0.141129,0.141459,0.557778,0.090909,0.561769,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.060606,0,0.556667,0,0,0,0.083333,0.09589,0.141129,0.141459,0.557778,0.090909,0.561769,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.060606,0,0.444444,0.68,0,0,0.25,0.260274,0.326613,0.326871,0.557778,0.272727,0.600407,DESERTOU
0,0.389831,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,1,0.556667,0.74,0,0,0,0.013699,0.064516,0.064875,0.556667,0,0.720386,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.060606,1,0.334444,0,0,0,0.333333,0.342466,0.447581,0.447793,0.668889,0,0,DESERTOU
0,0.254237,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.666667,0,0.335556,0.4,0,0,0.666667,0.671233,0.669355,0.669482,0.78,0.818182,0,CONCLUIDO
0,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.333333,0,0.335556,0.54,0,0,0.5,0.506849,0.596774,0.596929,0.778889,0.272727,0,DESERTOU
0,0.152542,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.333333,0,0.556667,0.2,0,0,0.166667,0.178082,0.181452,0.181766,0.666667,0.090909,0,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,1,0.446667,0,1,1,0,0,0.064516,0.052783,0.446667,0,0.59634,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,1,0.446667,0,0,0,0.083333,0.09589,0.141129,0.141459,0.556667,0.090909,0.684799,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.242424,0,0.445556,0,0,0,0.25,0.260274,0.28629,0.286564,0.557778,0.090909,0.404169,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.445556,0,0,0,0.25,0.260274,0.28629,0.286564,0.557778,0.090909,0.404169,DESERTOU
1,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.272727,0,0.444444,0.5,0,0.25,0.333333,0.342466,0.383065,0.364683,0.557778,0.272727,0.619217,DESERTOU
0,0.169492,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.666667,1,0.556667,0.4,0,0,0,0.013699,0.060484,0.060845,0.556667,0,0.568378,DESERTOU
1,0.186441,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.242424,0,0.445556,0.15,0,0,0.5,0.506849,0.46371,0.463916,0.778889,0.181818,0,CONCLUIDO
1,0.372881,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.151515,1,0.556667,0.78,1,1,0.166667,0.136986,0.245968,0.203935,0.668889,0.272727,0,DESERTOU
1,0.372881,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.060606,0,0.445556,0.93,0,0,0.5,0.506849,0.580645,0.580806,0.78,0.545455,0,CONCLUIDO
1,0.677966,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,1,0.335556,0,1,1,0.666667,0.547945,0.818548,0.680902,0.78,0.818182,0,CONCLUIDO
0,0.508475,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.30303,0,0.335556,0.32,0,0,0.666667,0.671233,0.790323,0.790403,0.78,0.727273,0,CONCLUIDO
1,0.084746,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.242424,0,0.556667,0,0,0,0.083333,0.09589,0.133065,0.133397,0.557778,0,0.440773,DESERTOU
1,0.084746,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.242424,0,0.556667,0.56,0,0,0.083333,0.09589,0.133065,0.133397,0.557778,0,0.440773,DESERTOU
0,0.152542,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.666667,0,0.556667,0.66,0,0,0,0.013699,0.060484,0.060845,0.556667,0,0.568887,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.181818,0,0.445556,0,0,0,0.5,0.506849,0.568548,0.568714,0.78,0.636364,0,CONCLUIDO
1,0.152542,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.557778,0.36,0,0,0.166667,0.178082,0.217742,0.218042,0.78,0,0,DESERTOU
1,0.152542,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.060606,0,0.557778,0.36,0,0,0.166667,0.178082,0.217742,0.218042,0.78,0,0,DESERTOU
0,0.152542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.212121,0,0.334444,0.64,0,0.425,0.75,0.753425,0.794355,0.731596,0.78,0.727273,0,CONCLUIDO
0,0.271186,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.151515,1,0.556667,0.76,1,1,0.166667,0.136986,0.237903,0.197217,0.78,0.272727,0,DESERTOU
1,0.508475,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.334444,0,1,1,0.75,0.616438,0.862903,0.71785,0.78,0.818182,0,CONCLUIDO
0,0.152542,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.151515,0,0.444444,0.02,1,1,0.416667,0.342466,0.459677,0.381958,0.778889,0.090909,0,DESERTOU
0,0.237288,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.30303,1,0.335556,0.64,0,0,0.416667,0.424658,0.512097,0.512284,0.668889,0,0,DESERTOU
